"abandon kindness"
"austerities enjoy"
"austerities foremost"
"austerities gautami"
"austerities go"
"austerities king"
"austerities misery"
"austerities narayana"
"austerities obtained"
"austerities purity"
"austerities rukmi"
"austerities shakra"
"austerities tandi"
"austerities unless"
"austerities vows"
"austerities whatever"
"austerities yatis"
"austerities yavakri"
"austerities yayati"
"author thereof"
"authority inherent"
"authority liberate"
"authority worthy"
"authors ideas"
"autumn lotus"
"autumn lotuses"
"autumn sky"
"avail ones"
"avail smitten"
"avant pandya"
"avanti drona"
"avanti vinda"
"avanti viz"
"avarice activity"
"avarice deceit"
"avarice give"
"avarice ignorance"
"avarice pride"
"avarice saying"
"avarice therefore"
"aversion increases"
"aversion jealousy"
"aversion practises"
"aversion season"
"aversion speaks"
"aversion springs"
"aversion towards"
"avert ye"
"avidya desire"
"avidya unto"
"avikshit bhavishyanta"
"avikshit even"
"avikshit excellent"
"avikshits son"
"avishthala vrikasthala"
"avoid anger"
"avoid covetousness"
"avoid drona"
"avoid grief"
"avoiding battle"
"avoiding cemeteries"
"avoiding covetousness"
"avoiding idleness"
"avyakta prakriti"
"avyaya trisulahasta"
"await discharge"
"awaken thyself"
"away abridge"
"away beholding"
"away bhima"
"away destroy"
"away devayani"
"away may"
"away ritwiks"
"away samvarana"
"away trembling"
"away ye"
"awful hath"
"awful indra"
"awful river"
"axe overtaken"
"axe thus"
"ayahsira aswasira"
"ayahsiras aswasiras"
"ayana restingplace"
"aye brahma"
"ayodadhaumyas disciples"
"ayogas karanas"
"ayogava caste"
"ayovahu mahavahu"
"aysanku gaganamurdhan"
"ayus ayus"
"ayus dhimat"
"ayuta ten"
"babu aghore"
"babu charu"
"babu durga"
"babu pratapa"
"back bathed"
"back behold"
"back beholds"
"back bhima"
"back desirous"
"back indeed"
"back large"
"back made"
"back mouth"
"back tell"
"back therefore"
"backs arms"
"backs capable"
"backs loads"
"backs shoulder"
"bad acts"
"bad leaveth"
"bad middling"
"bad never"
"bade farewell"
"baffled bhima"
"baffled citra"
"baffled ghatotkacha"
"baffling bhimasena"
"bahinara karandhama"
"bahlika dhrishtaketu"
"bahudama suprabha"
"bahula bahuputrika"
"bahuputrika apsujata"
"bahuyojana santanika"
"bakabadha slaughter"
"bala kukkutika"
"bala minute"
"balabandhu nirmardda"
"baladeva came"
"baladeva clad"
"baladeva duly"
"baladeva heard"
"baladeva live"
"balaki balavardhana"
"balance poverty"
"balance truth"
"balavardhana ugrayudha"
"bald head"
"balis son"
"ball ye"
"balls clubs"
"balmy breeze"
"balmy feel"
"balotkata kaledika"
"balsamodendron mukul"
"bamboo poles"
"banana plant"
"band said"
"banga pandya"
"bangles wearing"
"banian palita"
"bank judge"
"banks bhagiratha"
"banks crush"
"banks elephants"
"banks falsehood"
"banner arjuna"
"banner came"
"banner deprived"
"banner effulgent"
"banner inspire"
"banner irresistible"
"banner torn"
"banners behold"
"banners hooks"
"banners indeed"
"banners lay"
"banners standards"
"banners thus"
"banquet today"
"bar thrust"
"barbed arrow"
"barber performing"
"bard pebbles"
"bards singers"
"bare arms"
"bare earth"
"bare ground"
"bare hands"
"bare rocks"
"bare touch"
"barely let"
"bark fruit"
"bark together"
"barks leaves"
"barley amongst"
"barley anger"
"barley indeed"
"barley milk"
"barns stables"
"barren soil"
"barren woman"
"base act"
"base behaviour"
"base deed"
"base metal"
"base perform"
"base persons"
"basis therefore"
"bath abducting"
"bath famishing"
"bath therein"
"bath thinking"
"bath today"
"bathe ye"
"bathing places"
"bathing therein"
"battle abhibhu"
"battle abhimanyu"
"battle accomplish"
"battle achieveth"
"battle acquires"
"battle addressing"
"battle advance"
"battle afraid"
"battle agitated"
"battle alas"
"battle alone"
"battle also"
"battle amongst"
"battle angada"
"battle approaching"
"battle arise"
"battle arjuna"
"battle arjunas"
"battle array"
"battle arrived"
"battle artayanas"
"battle ashvatthama"
"battle assign"
"battle aswatthaman"
"battle attain"
"battle avoiding"
"battle axe"
"battle axes"
"battle became"
"battle become"
"battle becometh"
"battle began"
"battle behold"
"battle beholding"
"battle belonging"
"battle bent"
"battle bharadwajas"
"battle bhima"
"battle bhimasena"
"battle bhishma"
"battle bhurisravas"
"battle bore"
"battle born"
"battle bound"
"battle brave"
"battle break"
"battle burning"
"battle burnt"
"battle came"
"battle cannot"
"battle car"
"battle career"
"battle cause"
"battle causing"
"battle cavalry"
"battle ccclviccclxiv"
"battle ceased"
"battle challenging"
"battle charging"
"battle chase"
"battle cheerfully"
"battle cherishing"
"battle chitrasena"
"battle clad"
"battle coining"
"battle come"
"battle commence"
"battle commenced"
"battle confounding"
"battle conversant"
"battle countless"
"battle coursing"
"battle crowds"
"battle cut"
"battle danavas"
"battle danda"
"battle deeply"
"battle defeat"
"battle depress"
"battle deprived"
"battle describe"
"battle desirous"
"battle destructive"
"battle dhananjaya"
"battle dhrishtadyumna"
"battle dhritarashtra"
"battle dhritarashtras"
"battle dispel"
"battle doth"
"battle drona"
"battle dronas"
"battle duhsaha"
"battle duhsasana"
"battle duhshasana"
"battle duly"
"battle duryodhana"
"battle either"
"battle elephants"
"battle eleven"
"battle elsewhere"
"battle encounter"
"battle encountering"
"battle end"
"battle endued"
"battle engaged"
"battle enjoy"
"battle equals"
"battle escape"
"battle every"
"battle everything"
"battle exceedingly"
"battle excepted"
"battle expectant"
"battle fallen"
"battle fear"
"battle fearlessly"
"battle feats"
"battle felled"
"battle fie"
"battle fierce"
"battle fight"
"battle first"
"battle fixing"
"battle foremost"
"battle fought"
"battle fraught"
"battle freed"
"battle full"
"battle ghatotkacha"
"battle go"
"battle grant"
"battle grateful"
"battle gratifieth"
"battle great"
"battle grieving"
"battle hailing"
"battle hari"
"battle hast"
"battle hath"
"battle hearing"
"battle held"
"battle hereafter"
"battle however"
"battle hrishikesa"
"battle hundreds"
"battle illimitable"
"battle incapable"
"battle indeed"
"battle insensate"
"battle irresistible"
"battle jambha"
"battle jarasandha"
"battle jayadratha"
"battle jishnu"
"battle judging"
"battle karna"
"battle karnas"
"battle king"
"battle knowing"
"battle kripa"
"battle krishna"
"battle kritavarman"
"battle kshatriya"
"battle kshattradharman"
"battle kshemavriddhi"
"battle kuntis"
"battle leadeth"
"battle let"
"battle lions"
"battle listen"
"battle look"
"battle loud"
"battle made"
"battle madhava"
"battle making"
"battle many"
"battle meanwhile"
"battle meet"
"battle men"
"battle methinks"
"battle mighty"
"battle minutely"
"battle nakula"
"battle neither"
"battle never"
"battle niramitra"
"battle none"
"battle observant"
"battle observe"
"battle obtaining"
"battle occurs"
"battle oh"
"battle others"
"battle pandus"
"battle partha"
"battle passing"
"battle penetrate"
"battle people"
"battle performed"
"battle perished"
"battle phalguna"
"battle piercing"
"battle placing"
"battle prepared"
"battle prishatas"
"battle prithas"
"battle proceed"
"battle proceeded"
"battle protect"
"battle pursuing"
"battle quell"
"battle raged"
"battle rama"
"battle regarding"
"battle regardless"
"battle release"
"battle repair"
"battle resulteth"
"battle returneth"
"battle rochamana"
"battle rule"
"battle rush"
"battle rushing"
"battle sahadeva"
"battle salya"
"battle samvara"
"battle satwata"
"battle satyaki"
"battle save"
"battle say"
"battle saying"
"battle seest"
"battle set"
"battle shakuni"
"battle shall"
"battle shalt"
"battle shalya"
"battle shone"
"battle shot"
"battle show"
"battle sikhandins"
"battle similarly"
"battle skanda"
"battle slain"
"battle slay"
"battle slaying"
"battle sleeping"
"battle slew"
"battle solicit"
"battle somadatta"
"battle sometimes"
"battle soon"
"battle srutarvan"
"battle stay"
"battle steeds"
"battle stood"
"battle strewn"
"battle strike"
"battle struck"
"battle study"
"battle stupefied"
"battle subalas"
"battle subhadras"
"battle subsequent"
"battle subsequently"
"battle sukla"
"battle surathas"
"battle surely"
"battle suyodhana"
"battle taking"
"battle tarry"
"battle teem"
"battle tell"
"battle therefore"
"battle thereupon"
"battle thick"
"battle thirty"
"battle thither"
"battle though"
"battle thousand"
"battle thousands"
"battle thrown"
"battle thus"
"battle thyself"
"battle time"
"battle today"
"battle tomorrow"
"battle towards"
"battle truly"
"battle truthful"
"battle turn"
"battle undertaken"
"battle united"
"battle upon"
"battle urge"
"battle utilizing"
"battle vaishyas"
"battle varuna"
"battle vasudeva"
"battle venture"
"battle verily"
"battle vibhatsu"
"battle victory"
"battle virata"
"battle viratas"
"battle vivinsati"
"battle viz"
"battle vritra"
"battle wert"
"battle whatever"
"battle whoever"
"battle without"
"battle would"
"battle yajnasenas"
"battle yakshas"
"battle ye"
"battle yonder"
"battle yudhishthira"
"battle yuyudhana"
"battleand bhava"
"battlefield beauty"
"battles however"
"battles listen"
"battles play"
"battles sake"
"battles warriors"
"battlethan king"
"battling bhimasena"
"bauhinia variegata"
"bayley sir"
"bays dussasana"
"beak repeatedly"
"bear fruit"
"bear thyself"
"bear today"
"bear witness"
"beardless bhima"
"bearest however"
"bearest shafts"
"beareth fruits"
"beareth hell"
"beareth towards"
"beareth virtue"
"beareth wealth"
"bearing blood"
"bearing bows"
"bearing burdens"
"bearing earrings"
"bearing flowers"
"bearing hunger"
"bearing love"
"bearing nakula"
"bearing pure"
"bearing respectively"
"bearing scores"
"bearing serpents"
"bearing standards"
"bearing swords"
"bearing thyself"
"bearing vishnu"
"bearing weapons"
"bearing yama"
"bears children"
"bears creatures"
"bears crops"
"bears heroic"
"bears lines"
"bears viz"
"beast saiddo"
"beast thus"
"beast viz"
"beasts body"
"beasts comfort"
"beasts devour"
"beasts discovers"
"beasts feeling"
"beasts keen"
"beasts persons"
"beasts sairindhri"
"beatitude ye"
"beautiful banners"
"beautiful bird"
"beautiful bright"
"beautiful buds"
"beautiful dame"
"beautiful damsel"
"beautiful damsels"
"beautiful forms"
"beautiful gandhamadana"
"beautiful girl"
"beautiful goddess"
"beautiful high"
"beautiful lady"
"beautiful maiden"
"beautiful many"
"beautiful object"
"beautiful one"
"beautiful pieces"
"beautiful princess"
"beautiful shining"
"beautiful silver"
"beautiful situate"
"beautiful steeds"
"beautiful valakridanakapriya"
"beautitude ah"
"beauty accomplishments"
"beauty acquaintance"
"beauty also"
"beauty amiableness"
"beauty arms"
"beauty assertion"
"beauty auspicious"
"beauty beheld"
"beauty beholding"
"beauty bhima"
"beauty birth"
"beauty comfort"
"beauty effulgence"
"beauty enumerable"
"beauty flavour"
"beauty forgiveness"
"beauty fortune"
"beauty grace"
"beauty hath"
"beauty however"
"beauty indeed"
"beauty king"
"beauty krishna"
"beauty life"
"beauty magnanimity"
"beauty meanwhile"
"beauty might"
"beauty nala"
"beauty nalas"
"beauty overwhelmshim"
"beauty prosperity"
"beauty prowess"
"beauty quarrel"
"beauty quench"
"beauty rudra"
"beauty sannyasis"
"beauty shineth"
"beauty shot"
"beauty sorrow"
"beauty splendour"
"beauty sports"
"beauty strength"
"beauty sukumari"
"beauty surya"
"beauty thereupon"
"beauty today"
"beauty unto"
"beauty youth"
"become abortive"
"become annihilated"
"become blind"
"become blue"
"become cheerful"
"become confused"
"become enemies"
"become enhanced"
"become extinct"
"become famous"
"become foremost"
"become freed"
"become fruitless"
"become gratified"
"become great"
"become indra"
"become inexhaustible"
"become king"
"become learned"
"become lost"
"become observant"
"become obsolete"
"become perverse"
"become powerless"
"become pure"
"become reckless"
"become resplendent"
"become takshaka"
"become thine"
"become tranquil"
"become true"
"become virtue"
"become weak"
"become worms"
"become worthy"
"becomes cognisant"
"becomes freed"
"becomes jiva"
"becomes sinful"
"becomes tranquil"
"becometh dim"
"becometh eternal"
"becometh fallen"
"becometh fit"
"becometh freed"
"becometh impossible"
"becometh lawless"
"becometh stupefied"
"becometh swaha"
"becometh weak"
"becometh wise"
"becoming cheerful"
"becoming fire"
"bed adhirathas"
"bed alas"
"bed attacking"
"bed attains"
"bed bowing"
"bed chamber"
"bed chyavana"
"bed deprived"
"bed excellent"
"bed meanwhile"
"bed slain"
"bed sleep"
"bedding shouldst"
"beds ornaments"
"beds overlaid"
"beds vehicles"
"beds young"
"bedstead round"
"bedsteads cocks"
"bedthen kuntibhoja"
"bees behold"
"bees glad"
"befell indra"
"befell rama"
"beg alms"
"begat aditi"
"begat children"
"begat daksha"
"begat fifty"
"begat sixty"
"begat vanity"
"begat wrath"
"beget children"
"beget hundreds"
"beget offspring"
"begets delusion"
"begetting children"
"begetting sons"
"begging look"
"begging truly"
"beginning birth"
"beginning independence"
"beginning middle"
"beginning ye"
"begotten son"
"beguiling mahadeva"
"behalf hence"
"behalf tribute"
"behave towards"
"behavest towards"
"behaveth deceitfully"
"behaveth disrespectfully"
"behaveth properly"
"behaveth towards"
"behaviour absence"
"behaviour acquaintance"
"behaviour acquired"
"behaviour alone"
"behaviour anger"
"behaviour attentive"
"behaviour beauty"
"behaviour becomes"
"behaviour cast"
"behaviour companionship"
"behaviour compassion"
"behaviour conduct"
"behaviour damayanti"
"behaviour disbelieving"
"behaviour discharge"
"behaviour dwell"
"behaviour faultless"
"behaviour food"
"behaviour go"
"behaviour gratified"
"behaviour increases"
"behaviour indeed"
"behaviour lust"
"behaviour mandhatri"
"behaviour manners"
"behaviour nothing"
"behaviour obedient"
"behaviour observant"
"behaviour old"
"behaviour ones"
"behaviour patience"
"behaviour people"
"behaviour readiness"
"behaviour righteousness"
"behaviour strength"
"behaviour study"
"behaviour succeed"
"behaviour tell"
"behaviour towards"
"behaviour viz"
"behaviour wellborn"
"behaviour ye"
"beheld amaravati"
"beheld bharata"
"beheld bhima"
"beheld brahma"
"beheld celestials"
"beheld diverse"
"beheld drupadas"
"beheld duryodhana"
"beheld himavat"
"beheld karna"
"beheld krishna"
"beheld nakula"
"beheld narayana"
"beheld panduthe"
"beheld sakra"
"beheld sita"
"beheld trees"
"beheld virochanas"
"beheld yudhishthiras"
"behest go"
"behest musicians"
"behest nobody"
"behest quickly"
"behests thus"
"behind bhikshus"
"behind drona"
"behold abhimanyu"
"behold also"
"behold beasts"
"behold bhishma"
"behold drona"
"behold duly"
"behold duryodhana"
"behold evil"
"behold flowers"
"behold fond"
"behold ganga"
"behold grief"
"behold however"
"behold indra"
"behold karna"
"behold king"
"behold kiritin"
"behold nakula"
"behold partha"
"behold prakriti"
"behold pratipas"
"behold salwa"
"behold sudhanwan"
"behold takshaka"
"behold thousands"
"behold thyself"
"behold today"
"behold vasudeva"
"behold vikartanas"
"behold vultures"
"behold ye"
"beholdest time"
"beholdeth everything"
"beholdeth isana"
"beholding abhimanyu"
"beholding adhirathas"
"beholding agni"
"beholding arjuna"
"beholding arjunas"
"beholding arundhati"
"beholding aswatthaman"
"beholding bhima"
"beholding bhimasena"
"beholding bhishma"
"beholding bhishmas"
"beholding bhisma"
"beholding brahma"
"beholding brave"
"beholding chekitana"
"beholding chitrasena"
"beholding citra"
"beholding devala"
"beholding dhananjaya"
"beholding dhanunjaya"
"beholding dharmas"
"beholding dhrishtadyumna"
"beholding dhrishtadyumnas"
"beholding draupadi"
"beholding drona"
"beholding dronas"
"beholding durmukha"
"beholding duryodhana"
"beholding dushkarna"
"beholding dussasana"
"beholding everything"
"beholding gada"
"beholding gautamas"
"beholding ghatotkacha"
"beholding girisha"
"beholding hidimva"
"beholding hidimvas"
"beholding himavat"
"beholding however"
"beholding indra"
"beholding iravat"
"beholding jayadratha"
"beholding karna"
"beholding karnas"
"beholding kesava"
"beholding kesavas"
"beholding khandava"
"beholding king"
"beholding kripa"
"beholding krishna"
"beholding krishnas"
"beholding kritavarman"
"beholding lakshmana"
"beholding madayanti"
"beholding madhava"
"beholding madri"
"beholding mahadeva"
"beholding maheswara"
"beholding nachiketa"
"beholding narada"
"beholding pandya"
"beholding partha"
"beholding parthas"
"beholding paurava"
"beholding persons"
"beholding phalguna"
"beholding pradyumna"
"beholding prativindhya"
"beholding prishatas"
"beholding prithu"
"beholding rama"
"beholding sahadeva"
"beholding sakra"
"beholding saktri"
"beholding salya"
"beholding santanus"
"beholding sarasvati"
"beholding satwata"
"beholding satyajit"
"beholding satyaki"
"beholding savyasaci"
"beholding shakuni"
"beholding shalya"
"beholding shalyas"
"beholding shikhandi"
"beholding sikhandin"
"beholding sinis"
"beholding slaughter"
"beholding soldiers"
"beholding somebody"
"beholding suka"
"beholding thousands"
"beholding tilottama"
"beholding today"
"beholding udapana"
"beholding uttara"
"beholding vabhru"
"beholding vaikartana"
"beholding vasatiya"
"beholding vasishtha"
"beholding vasudeva"
"beholding vasudevas"
"beholding vikarna"
"beholding vrikodara"
"beholding yatudhani"
"beholding yudhishthira"
"beholding yudhishthiras"
"beholds brahma"
"beholds wrinkles"
"behoveth savitri"
"beings adorethinking"
"beings alone"
"beings also"
"beings bathing"
"beings beasts"
"beings beholding"
"beings birds"
"beings bodies"
"beings cannot"
"beings caranas"
"beings casting"
"beings cherish"
"beings conversant"
"beings cry"
"beings elephants"
"beings enjoy"
"beings entertaining"
"beings fight"
"beings fill"
"beings gandharvas"
"beings go"
"beings hear"
"beings indra"
"beings janardana"
"beings karna"
"beings kinnaras"
"beings knowing"
"beings krishna"
"beings let"
"beings men"
"beings mobile"
"beings narada"
"beings oviparous"
"beings past"
"beings pitris"
"beings prithas"
"beings siddhas"
"beings situate"
"beings soon"
"beings sounds"
"beings spirits"
"beings springs"
"beings support"
"beings take"
"beings thereat"
"beings thereupon"
"beings translation"
"beings trees"
"beings truly"
"beings verily"
"beings viz"
"beings ye"
"belief disbelief"
"belief ye"
"believe rama"
"bells battleaxes"
"bells dronas"
"bells whose"
"belong tell"
"belonged tell"
"beloved friends"
"benedictory words"
"benefactor chastisement"
"benefactor know"
"benefactor vasudeva"
"beneficent features"
"beneficent shape"
"beneficial good"
"benefit battle"
"benefit indeed"
"benefit know"
"benefit nobody"
"benefit set"
"benefit sinful"
"benefit viz"
"benefit water"
"benefit whether"
"benefit yet"
"benefits indeed"
"benefits persons"
"benevolence benignity"
"benevolence equanimity"
"benevolence forgiveness"
"benevolence frankness"
"benevolence freedom"
"benevolence observance"
"bengal editions"
"bengal texts"
"bengali versions"
"benignity kindness"
"bent gandiva"
"bent head"
"bent heads"
"beside ravana"
"besides dindika"
"besides docile"
"besides duryodhana"
"besides hath"
"besides meru"
"besides saidst"
"besides sivis"
"besides women"
"besieging force"
"besiezing ghost"
"best everything"
"best many"
"best towards"
"bestow diverse"
"bestow gifts"
"bestow honours"
"bestow ones"
"bestow pensions"
"bestow prosperity"
"bestow sovereignty"
"bestowing favours"
"betake thyself"
"bethink thyself"
"better classes"
"better repair"
"betwixt heaven"
"bewailing thus"
"bewitching maya"
"beyond darkness"
"beyond death"
"beyond doubt"
"beyond water"
"bhadra shashthi"
"bhadra wept"
"bhadrakali hath"
"bhadrakali samkarika"
"bhadramana matangi"
"bhadrapadas prior"
"bhadravata beholdeth"
"bhaga ansa"
"bhaga mitra"
"bhaga salutations"
"bhaga twastri"
"bhaga viswa"
"bhagadatta also"
"bhagadatta bhima"
"bhagadatta enemy"
"bhagadatta ghatotkacha"
"bhagadatta however"
"bhagadatta kesava"
"bhagadatta sayingif"
"bhagadattas arm"
"bhagadattas bow"
"bhagadattas elephant"
"bhagadattas son"
"bhagananda bhamini"
"bhaganetra thus"
"bhagas eyes"
"bhagauanta mountains"
"bhagavad gita"
"bhagiratha beauteous"
"bhagiratha descendant"
"bhagiratha harischandra"
"bhagiratha hast"
"bhagiratha hearing"
"bhagiratha kritavirya"
"bhagiratha naishadha"
"bhagiratha said"
"bhagiratha vrihatkshatra"
"bhagiratha vyaswa"
"bhagiratha yayati"
"bhagirathi dhritarashtra"
"bhagirathi flows"
"bhagirathi freed"
"bhagirathi ganga"
"bhagirathi indeed"
"bhagirathi know"
"bhagirathi proceeded"
"bhagirathi thus"
"bhaikshya mode"
"bhairava mundavedanga"
"bhall atakas"
"bhallatakas indeed"
"bhamini vapushmati"
"bhandi flower"
"bhangada gana"
"bhangas vilwatejas"
"bhangasura hath"
"bhangasura vahuka"
"bhangasuri sunitha"
"bhanu ansumalin"
"bhanu asavaha"
"bhanu kamada"
"bhanu nisa"
"bharadwaja also"
"bharadwaja beholding"
"bharadwaja bhishma"
"bharadwaja drona"
"bharadwaja however"
"bharadwaja jamadagni"
"bharadwaja kasyapa"
"bharadwaja kaunakutsya"
"bharadwaja one"
"bharadwaja protected"
"bharadwaja said"
"bharadwaja satyaki"
"bharadwaja say"
"bharadwaja shoot"
"bharadwaja therefore"
"bharadwaja viswamitra"
"bharadwaja yuyudhana"
"bharadwajas son"
"bharata accompanied"
"bharata advance"
"bharata afterwards"
"bharata agni"
"bharata amongst"
"bharata anavadya"
"bharata annihilate"
"bharata answer"
"bharata arjuna"
"bharata army"
"bharata arshtishena"
"bharata art"
"bharata ashvatthama"
"bharata aswatthamans"
"bharata beforehand"
"bharata begat"
"bharata beginning"
"bharata behold"
"bharata beholding"
"bharata besides"
"bharata bhima"
"bharata bhimas"
"bharata bhishma"
"bharata blind"
"bharata burnt"
"bharata call"
"bharata cannot"
"bharata canst"
"bharata cars"
"bharata carwarriors"
"bharata checked"
"bharata checking"
"bharata chief"
"bharata chiefs"
"bharata commit"
"bharata consult"
"bharata creator"
"bharata daksha"
"bharata day"
"bharata death"
"bharata deities"
"bharata destroy"
"bharata dhrishtadyumna"
"bharata diverse"
"bharata dost"
"bharata doubt"
"bharata drona"
"bharata dronas"
"bharata duryodhana"
"bharata dwell"
"bharata dynasty"
"bharata elephants"
"bharata encouraged"
"bharata endued"
"bharata endure"
"bharata even"
"bharata everything"
"bharata fasts"
"bharata fierce"
"bharata fight"
"bharata fire"
"bharata freed"
"bharata gifts"
"bharata gone"
"bharata good"
"bharata grieve"
"bharata hadst"
"bharata hast"
"bharata hath"
"bharata heaps"
"bharata hearing"
"bharata hence"
"bharata hero"
"bharata host"
"bharata however"
"bharata hrishikesa"
"bharata hundreds"
"bharata ignorance"
"bharata indra"
"bharata inebriated"
"bharata jackals"
"bharata jamadagnis"
"bharata jayadrathas"
"bharata karna"
"bharata karyalaya"
"bharata kasyapa"
"bharata kausika"
"bharata kine"
"bharata kings"
"bharata kunti"
"bharata ladies"
"bharata large"
"bharata let"
"bharata line"
"bharata lion"
"bharata lions"
"bharata listen"
"bharata living"
"bharata look"
"bharata loss"
"bharata mandhatri"
"bharata manu"
"bharata many"
"bharata matali"
"bharata maya"
"bharata merit"
"bharata messengers"
"bharata misery"
"bharata monarchs"
"bharata narayana"
"bharata none"
"bharata nothing"
"bharata numberless"
"bharata obtaineth"
"bharata occurs"
"bharata one"
"bharata ones"
"bharata others"
"bharata partha"
"bharata passion"
"bharata patiently"
"bharata peace"
"bharata persons"
"bharata phalguna"
"bharata prativindhya"
"bharata prevail"
"bharata prince"
"bharata princes"
"bharata proceeding"
"bharata race"
"bharata rama"
"bharata recite"
"bharata reft"
"bharata regions"
"bharata repeat"
"bharata resplendent"
"bharata ruru"
"bharata sankara"
"bharata sarmishtha"
"bharata satyaki"
"bharata saying"
"bharata selfrestraint"
"bharata shoot"
"bharata shorn"
"bharata shot"
"bharata shower"
"bharata sikhandin"
"bharata skilled"
"bharata slain"
"bharata speak"
"bharata sporting"
"bharata story"
"bharata strewn"
"bharata success"
"bharata sunanda"
"bharata support"
"bharata sweet"
"bharata tell"
"bharata thereat"
"bharata therefore"
"bharata thus"
"bharata tomorrows"
"bharata troops"
"bharata trust"
"bharata unto"
"bharata utanka"
"bharata utankaclouds"
"bharata vali"
"bharata vibhatsu"
"bharata vikarna"
"bharata vipula"
"bharata vishnu"
"bharata viswamitra"
"bharata viz"
"bharata warriors"
"bharata water"
"bharata ye"
"bharata years"
"bharata yield"
"bharata yonder"
"bharata yudhishthira"
"bharatas arjuna"
"bharatas bathing"
"bharatas behold"
"bharatas beholding"
"bharatas belonging"
"bharatas bhishma"
"bharatas born"
"bharatas brahmanas"
"bharatas car"
"bharatas dhritarashtra"
"bharatas discourse"
"bharatas get"
"bharatas hath"
"bharatas hearing"
"bharatas however"
"bharatas intentions"
"bharatas jackals"
"bharatas karna"
"bharatas king"
"bharatas line"
"bharatas many"
"bharatas name"
"bharatas one"
"bharatas partha"
"bharatas phalguna"
"bharatas polity"
"bharatas race"
"bharatas raceconduct"
"bharatas said"
"bharatas sakadwipa"
"bharatas saw"
"bharatas saying"
"bharatas shakra"
"bharatas slaying"
"bharatas son"
"bharatas strewn"
"bharatas succeedeth"
"bharatas tell"
"bharatas uniting"
"bharatas uttara"
"bharatas varsha"
"bharatas vasudeva"
"bharatas verily"
"bharatas viz"
"bharatas wed"
"bharatas whose"
"bharatas ye"
"bharatasking yudhishthira"
"bharatasthat tiger"
"bharatathe grandson"
"bharatathe progenitor"
"bharats race"
"bhargava aja"
"bhargava art"
"bhargava come"
"bhargava usanas"
"bhargava weapon"
"bhargavas daughter"
"bhargavas however"
"bhartriharis niti"
"bhasas ducks"
"bhaskara tvashtri"
"bhaswara soma"
"bhauma though"
"bhauma weapon"
"bhava daksha"
"bhava isa"
"bhava replied"
"bhava sakra"
"bhava singlehanded"
"bhava siva"
"bhava sthanu"
"bhava sweta"
"bhava umapati"
"bhava vara"
"bhavada jaleshvari"
"bhavishyanta chaitraratha"
"bhaya fear"
"bhayankara anukarman"
"bhayankari vasudama"
"bhedi samedi"
"bherisvanamahasvana shankhakumbhasvana"
"bhikshu mode"
"bhikshus brahmacharins"
"bhima acquainted"
"bhima agreeable"
"bhima alamvusha"
"bhima alas"
"bhima alayudha"
"bhima alone"
"bhima also"
"bhima amidst"
"bhima approaching"
"bhima arjuna"
"bhima art"
"bhima bade"
"bhima beasts"
"bhima beautiful"
"bhima beholding"
"bhima bhimasena"
"bhima boastful"
"bhima boasting"
"bhima borne"
"bhima broke"
"bhima cannot"
"bhima come"
"bhima commit"
"bhima deeply"
"bhima desirous"
"bhima despatched"
"bhima dharmas"
"bhima draupadi"
"bhima draw"
"bhima drona"
"bhima duryodhana"
"bhima embracing"
"bhima everything"
"bhima excellent"
"bhima exhibit"
"bhima fie"
"bhima fight"
"bhima forgets"
"bhima gandhari"
"bhima goeth"
"bhima hanuman"
"bhima hark"
"bhima hath"
"bhima hearing"
"bhima however"
"bhima indeed"
"bhima intent"
"bhima kaikeyi"
"bhima karna"
"bhima kichaka"
"bhima king"
"bhima krishna"
"bhima let"
"bhima living"
"bhima mace"
"bhima mad"
"bhima naraka"
"bhima observant"
"bhima oh"
"bhima penetrating"
"bhima piercing"
"bhima play"
"bhima pravasu"
"bhima proceeded"
"bhima proceedeth"
"bhima proud"
"bhima ready"
"bhima recollecting"
"bhima replied"
"bhima rescue"
"bhima said"
"bhima saying"
"bhima shot"
"bhima shouldst"
"bhima shouts"
"bhima singlehanded"
"bhima slew"
"bhima smiling"
"bhima smite"
"bhima smiting"
"bhima soon"
"bhima spoke"
"bhima standing"
"bhima stay"
"bhima stood"
"bhima struck"
"bhima sutasoma"
"bhima swift"
"bhima sword"
"bhima take"
"bhima tell"
"bhima thereat"
"bhima thereupon"
"bhima therewith"
"bhima though"
"bhima thought"
"bhima thus"
"bhima tigers"
"bhima understanding"
"bhima vasudeva"
"bhima viravahu"
"bhima viz"
"bhima welcome"
"bhima yet"
"bhima yudhishthira"
"bhimaeara kanakayu"
"bhimaforest ascertaining"
"bhimajanu gauraprishta"
"bhimao phalgunawhile"
"bhimaratha bhima"
"bhimaratha brother"
"bhimaratha srutayudhathe"
"bhimaratha vira"
"bhimaratha viravahu"
"bhimas armour"
"bhimas arms"
"bhimas bath"
"bhimas body"
"bhimas bow"
"bhimas breast"
"bhimas car"
"bhimas charioteer"
"bhimas chest"
"bhimas coat"
"bhimas countenance"
"bhimas course"
"bhimas daughter"
"bhimas days"
"bhimas driver"
"bhimas education"
"bhimas face"
"bhimas fall"
"bhimas feet"
"bhimas food"
"bhimas form"
"bhimas hand"
"bhimas heart"
"bhimas junior"
"bhimas knee"
"bhimas life"
"bhimas mace"
"bhimas meeting"
"bhimas might"
"bhimas mind"
"bhimas name"
